,PropertyID,Country,Type,Bedrooms,Bathrooms,SquareFootage,Price,ListedDate,Status,Img,Location
11,12,Australia,Condo,2,3,1500,500000,2023-02-13T00:00:00.000,Sold,https://image.cnbcfm.com/api/v1/image/103500764-GettyImages-147205632-2.jpg?v=1691157601&w=929&h=523&vtcrop=y,"Sydney, 34 George St"
12,13,Germany,Condo,3,2,1000,1000000,2022-06-08T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2012-06-08ImamenPostNuevaPromocionMagnoliasDesign-1080x498.jpg,"Berlin, 12 Alexanderplatz"
13,14,Japan,Apartment,2,2,1000,400000,2023-12-02T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2011-09-08ImagenPostChaletsIbicencosCumbredelSol.jpg,"Tokyo, 1 Chiyoda"
14,15,Brazil,Single Family,5,4,1500,600000,2024-03-06T00:00:00.000,Sold,https://medias.residences-immobilier.com/pict/international/f520x390/3/3/6/0/ext_0_3360003.jpg?t=1707501160,"São Paulo, 33 Paulista Ave"
15,16,South Africa,Condo,2,4,1500,500000,2022-03-20T00:00:00.000,Pending,https://cdn.thinkwebcontent.com/property/35351/7381745/20240523210210/w1024h576/s640x480/x-232259784.jpg,"Cape Town, 123 Long St"
16,17,India,Condo,5,3,750,300000,2022-06-19T00:00:00.000,Sold,https://lid.zoocdn.com/645/430/6f7de01d9bc1f8950af4917469f1814318888b7e.jpg,"Mumbai, 50 Marine Drive"
17,18,Italy,Townhouse,2,4,1200,800000,2023-08-17T00:00:00.000,Sold,https://www.mckissock.com/wp-content/uploads/2016/11/GettyImages-1151832961.jpg,"Rome, 25 Via del Corso"
18,19,France,Townhouse,3,1,1800,700000,2024-05-30T00:00:00.000,Sold,https://m3.spitogatos.gr/242316401_300x220.jpg?v=20130730,"Paris, 50 Champs-Élysées"
19,20,Mexico,Condo,4,4,1000,1000000,2024-08-14T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/fb-img-1653465287210-6.zn5xnqH2jSN7n9X6H.jpg,"Mexico City, 67 Reforma Ave"
20,21,Canada,Townhouse,3,3,1500,600000,2024-03-27T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"Toronto, 123 Maple St"
21,22,Australia,Condo,3,4,2000,500000,2022-04-15T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Sydney, 34 George St"
22,23,Germany,Townhouse,3,4,2500,800000,2024-03-18T00:00:00.000,Sold,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"Berlin, 12 Alexanderplatz"
23,24,Japan,Single Family,4,3,2000,700000,2022-05-19T00:00:00.000,Pending,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Tokyo, 1 Chiyoda"
24,25,Brazil,Apartment,3,2,2500,500000,2024-01-10T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"São Paulo, 33 Paulista Ave"
25,26,South Africa,Single Family,5,4,1500,900000,2023-09-16T00:00:00.000,Pending,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Cape Town, 123 Long St"
26,27,India,Condo,2,2,2500,1000000,2023-12-25T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Mumbai, 50 Marine Drive"
27,28,Italy,Condo,4,4,1500,1000000,2022-10-26T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Rome, 25 Via del Corso"
28,29,France,Condo,1,2,1200,500000,2022-10-09T00:00:00.000,Sold,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"Paris, 50 Champs-Élysées"
29,30,Mexico,Condo,5,4,2000,900000,2022-08-02T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-modern-real-estate-home-contemporary-house_938627-198.jpg,"Mexico City, 67 Reforma Ave"
30,31,Canada,Single Family,4,4,1800,1000000,2022-02-19T00:00:00.000,Pending,https://img.freepik.com/premium-photo/house-modern-style-with-courtyard-panoramic-windows-3d-render-house_727625-681.jpg,"Toronto, 123 Maple St"
31,32,Australia,Apartment,2,2,1500,700000,2024-03-18T00:00:00.000,Sold,"https://easy-peasy.ai/cdn-cgi/image/quality=80,format=auto,width=700/https://fdczvxmwwjwpwbeeqcth.supabase.co/storage/v1/object/public/images/268c4b03-533f-4e81-aec1-0c22df466a90/4f5ea4f7-ab1e-49e7-9757-7f4b3ede7820.png","Sydney, 34 George St"
32,33,Germany,Condo,4,3,1800,900000,2022-08-22T00:00:00.000,Sold,https://plus.unsplash.com/premium_photo-1661954372617-15780178eb2e?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bHV4dXJ5JTIwcmVhbCUyMGVzdGF0ZXxlbnwwfHwwfHx8MA%3D%3D,"Berlin, 12 Alexanderplatz"
33,34,Japan,Single Family,5,4,1000,400000,2023-10-25T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/crop/10:9-16:9/204k/203147/121885529/203147_1342113-1_IMG_02_0000_max_476x317.jpeg,"Tokyo, 1 Chiyoda"
34,35,Brazil,Townhouse,5,1,750,900000,2022-02-26T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/216k/215192/139088444/215192_26600911_IMG_13_0003_max_656x437.jpeg,"São Paulo, 33 Paulista Ave"
35,36,South Africa,Condo,1,4,750,1000000,2022-05-23T00:00:00.000,Sold,https://assets.site-static.com/userFiles/1075/image/si-modern-home.png,"Cape Town, 123 Long St"
36,37,India,Townhouse,3,1,1000,200000,2024-06-19T00:00:00.000,Sold,https://content.api.news/v3/images/bin/164008cf6daa2b8cd2fe7df1e7635484,"Mumbai, 50 Marine Drive"
37,38,Italy,Condo,2,1,750,900000,2024-07-25T00:00:00.000,Sold,https://assets-listings.rew.ca/brc_idx_rew/brc/R2811252/20230901193317/01.jpeg,"Rome, 25 Via del Corso"
38,39,France,Condo,5,1,1500,600000,2023-04-28T00:00:00.000,Sold,https://mediaserver.realestate.co.nz/listings/42608710/92a882559fcbf91ff2a6852d6ba9dca2.crop.768x512.jpg?options=compress,"Paris, 50 Champs-Élysées"
39,40,Mexico,Single Family,5,2,2000,1000000,2023-10-05T00:00:00.000,Sold,https://mediaserver.realestate.co.nz/listings/42632555/cf757ea61fc8fe87ce615171913eee6e.crop.324x208.jpg?options=compress,"Mexico City, 67 Reforma Ave"
40,41,Canada,Apartment,2,4,2500,600000,2023-04-03T00:00:00.000,Sold,https://www.ghanarealestatedevelopers.com/wp-content/uploads/2018/04/GHANAREALESTATEDEVELOPERS-1-19.jpg,"Toronto, 123 Maple St"
41,42,Australia,Single Family,5,3,1200,600000,2024-05-13T00:00:00.000,Sold,https://images-listings.coldwellbanker.com/OR_SOMLS/22/01/70/88/2/_P/220170882_P00.jpg,"Sydney, 34 George St"
42,43,Germany,Single Family,1,2,750,200000,2024-04-18T00:00:00.000,Pending,https://lid.zoocdn.com/645/430/6f7de01d9bc1f8950af4917469f1814318888b7e.jpg,"Berlin, 12 Alexanderplatz"
43,44,Japan,Townhouse,1,2,1000,600000,2023-11-20T00:00:00.000,Sold,https://www.mckissock.com/wp-content/uploads/2016/11/GettyImages-1151832961.jpg,"Tokyo, 1 Chiyoda"
44,45,Brazil,Single Family,3,3,1200,1000000,2023-07-27T00:00:00.000,Sold,https://m3.spitogatos.gr/242316401_300x220.jpg?v=20130730,"São Paulo, 33 Paulista Ave"
45,46,South Africa,Single Family,4,4,1000,200000,2023-03-15T00:00:00.000,Pending,https://assets.onepropertee.com/720x540/crop/listing_images/fb-img-1653465287210-6.zn5xnqH2jSN7n9X6H.jpg,"Cape Town, 123 Long St"
46,47,India,Single Family,2,3,1500,200000,2024-08-12T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"Mumbai, 50 Marine Drive"
47,48,Italy,Apartment,1,3,1000,600000,2024-07-03T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Rome, 25 Via del Corso"
48,49,France,Townhouse,1,2,2000,900000,2022-05-20T00:00:00.000,Sold,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"Paris, 50 Champs-Élysées"
49,50,Mexico,Condo,1,1,1500,500000,2024-03-07T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Mexico City, 67 Reforma Ave"
50,51,Canada,Condo,1,4,750,900000,2023-02-18T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Toronto, 123 Maple St"
51,52,Australia,Townhouse,3,2,1200,900000,2022-01-13T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Sydney, 34 George St"
52,53,Germany,Townhouse,5,4,1800,400000,2022-08-28T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Berlin, 12 Alexanderplatz"
53,54,Japan,Single Family,1,2,2000,400000,2022-08-14T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Tokyo, 1 Chiyoda"
54,55,Brazil,Townhouse,3,3,1200,300000,2023-11-09T00:00:00.000,Pending,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"São Paulo, 33 Paulista Ave"
55,56,South Africa,Single Family,4,4,1800,900000,2022-12-04T00:00:00.000,Sold,https://thegreensgh.com/wp-content/uploads/slider/cache/2dd7e954146fa7a139344e68d7af7bf5/Greens-18-4-scaled.webp,"Cape Town, 123 Long St"
56,57,India,Single Family,5,2,2500,200000,2022-12-10T00:00:00.000,Sold,https://www.adobe.com/creativecloud/photography/discover/media_1159b19a8225b2413136806b0be15e4c921e3d122.png?width=750&format=png&optimize=medium,"Mumbai, 50 Marine Drive"
57,58,Italy,Condo,4,4,750,900000,2022-08-02T00:00:00.000,Pending,https://i2.au.reastatic.net/800x600/abafe5a063891c635b1d496539ee21f0ccccde46481b4f53732dc826c7034e5f/image.jpg,"Rome, 25 Via del Corso"
58,59,France,Townhouse,5,1,1000,700000,2023-04-27T00:00:00.000,Sold,https://media.licdn.com/dms/image/C4D12AQHyQFztScy7lQ/article-cover_image-shrink_600_2000/0/1631006149800?e=2147483647&v=beta&t=FSTJIlkktklps6VGbJLGVVehV4W8RfLEIVayCXpoLkQ,"Paris, 50 Champs-Élysées"
59,60,Mexico,Condo,5,1,2500,900000,2023-03-10T00:00:00.000,Pending,https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/44/ef/f6/978233714.jpg,"Mexico City, 67 Reforma Ave"
60,61,Canada,Townhouse,5,4,2000,300000,2022-06-24T00:00:00.000,Sold,https://s3.eu-west-2.amazonaws.com/online24-production/listings/zfdqa/photos/ghcostablanca-propiedades-6321dd540aae8-source-gl.jpg,"Toronto, 123 Maple St"
61,62,Australia,Condo,3,4,2000,300000,2024-05-18T00:00:00.000,Sold,https://res.listglobally.com/listings/5784499/87164663/4c457cd7d377048b644c3b3cc66d63b6?mode=crop&height=300,"Sydney, 34 George St"
62,63,Germany,Single Family,2,4,1500,400000,2024-01-18T00:00:00.000,Sold,https://res.listglobally.com/listings/6239657/94745460/ffa44617f2ac8e0505ba36d6aac6b7f0?mode=crop&height=300,"Berlin, 12 Alexanderplatz"
63,64,Japan,Single Family,4,4,1500,600000,2022-12-11T00:00:00.000,Sold,https://cdn.pixabay.com/photo/2016/11/18/17/46/house-1836070_1280.jpg,"Tokyo, 1 Chiyoda"
64,65,Brazil,Condo,5,2,2500,300000,2022-12-27T00:00:00.000,Sold,https://clarity.pk/wp-content/uploads/2021/03/realestate-pakistan-scaled.jpg,"São Paulo, 33 Paulista Ave"
65,66,South Africa,Single Family,5,3,1500,600000,2023-08-07T00:00:00.000,Sold,https://image.cnbcfm.com/api/v1/image/103500764-GettyImages-147205632-2.jpg?v=1691157601&w=929&h=523&vtcrop=y,"Cape Town, 123 Long St"
66,67,India,Apartment,1,2,2500,700000,2023-04-21T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2012-06-08ImamenPostNuevaPromocionMagnoliasDesign-1080x498.jpg,"Mumbai, 50 Marine Drive"
67,68,Italy,Condo,1,1,750,1000000,2022-04-11T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2011-09-08ImagenPostChaletsIbicencosCumbredelSol.jpg,"Rome, 25 Via del Corso"
68,69,France,Condo,3,1,750,400000,2023-03-08T00:00:00.000,Pending,https://medias.residences-immobilier.com/pict/international/f520x390/3/3/6/0/ext_0_3360003.jpg?t=1707501160,"Paris, 50 Champs-Élysées"
69,70,Mexico,Townhouse,5,2,2000,300000,2023-01-16T00:00:00.000,Sold,https://cdn.thinkwebcontent.com/property/35351/7381745/20240523210210/w1024h576/s640x480/x-232259784.jpg,"Mexico City, 67 Reforma Ave"
70,71,Canada,Single Family,4,1,1800,800000,2022-07-15T00:00:00.000,Sold,https://m3.spitogatos.gr/242316401_300x220.jpg?v=20130730,"Toronto, 123 Maple St"
71,72,Australia,Apartment,4,2,1200,500000,2023-02-14T00:00:00.000,Pending,https://assets.onepropertee.com/720x540/crop/listing_images/fb-img-1653465287210-6.zn5xnqH2jSN7n9X6H.jpg,"Sydney, 34 George St"
72,73,Germany,Townhouse,1,1,1200,200000,2022-11-27T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"Berlin, 12 Alexanderplatz"
73,74,Japan,Condo,1,3,2500,500000,2022-12-29T00:00:00.000,Sold,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzL2M3Njc0NWM4LTExYzgtNGRmZC1hYWRkLWRjMzk0ZTM5ZDIwNC9hNmMwYmQxNy03NmE4LTQzZWQtYWZlNC0xMGIzYjVmYWEzNDAuanBnIiwiYnJhbmQiOiJET1RQUk9QRVJUWSIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDkwLCJoZWlnaHQiOjMyNSwiZml0IjoiY292ZXIifX19,"Tokyo, 1 Chiyoda"
74,75,Brazil,Apartment,2,4,1000,700000,2023-08-11T00:00:00.000,Sold,https://mediavault.point2.com/p2a/htmltext/620c/c690/bcc1/c1fdc6c4068582165f30/original.jpg,"São Paulo, 33 Paulista Ave"
75,76,South Africa,Apartment,5,1,1800,300000,2023-01-19T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/6222ffef7a99942647c94379375385ea-cc_ft_960.jpg,"Cape Town, 123 Long St"
76,77,India,Single Family,5,2,750,500000,2023-04-25T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/a040dcb66681d1d3c54149600a1cb972-cc_ft_960.jpg,"Mumbai, 50 Marine Drive"
77,78,Italy,Condo,1,4,750,900000,2024-03-03T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/1725203ab0ec042bd839fcc5bbec4f96-cc_ft_1536.jpg,"Rome, 25 Via del Corso"
78,79,France,Townhouse,1,2,1500,300000,2024-07-28T00:00:00.000,Sold,https://photos.zillowstatic.com/fp/dfafb4ae5dc197b1385496a025cce6e8-cc_ft_960.jpg,"Paris, 50 Champs-Élysées"
79,80,Mexico,Apartment,1,4,1800,300000,2023-07-06T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-house-with-swimming-pool-isolated-empty-white-background-real-estate-sale-property_667286-7582.jpg,"Mexico City, 67 Reforma Ave"
80,81,Canada,Condo,2,4,1800,900000,2024-07-20T00:00:00.000,Sold,https://estatehouserd.com/wp-content/uploads/2024/05/project_1_1.png,"Toronto, 123 Maple St"
81,82,Australia,Single Family,2,4,750,600000,2022-06-11T00:00:00.000,Sold,https://img.freepik.com/premium-photo/luxury-modern-real-estate-home-contemporary-house_938627-198.jpg,"Sydney, 34 George St"
82,83,Germany,Condo,2,3,1800,400000,2023-09-02T00:00:00.000,Pending,https://img.freepik.com/premium-photo/house-modern-style-with-courtyard-panoramic-windows-3d-render-house_727625-681.jpg,"Berlin, 12 Alexanderplatz"
83,84,Japan,Single Family,5,1,1500,200000,2023-11-10T00:00:00.000,Pending,"https://easy-peasy.ai/cdn-cgi/image/quality=80,format=auto,width=700/https://fdczvxmwwjwpwbeeqcth.supabase.co/storage/v1/object/public/images/268c4b03-533f-4e81-aec1-0c22df466a90/4f5ea4f7-ab1e-49e7-9757-7f4b3ede7820.png","Tokyo, 1 Chiyoda"
84,85,Brazil,Condo,2,2,1500,500000,2022-04-13T00:00:00.000,Sold,https://plus.unsplash.com/premium_photo-1661954372617-15780178eb2e?fm=jpg&q=60&w=3000&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MXx8bHV4dXJ5JTIwcmVhbCUyMGVzdGF0ZXxlbnwwfHwwfHx8MA%3D%3D,"São Paulo, 33 Paulista Ave"
85,86,South Africa,Townhouse,5,1,2000,400000,2024-04-29T00:00:00.000,Pending,https://media.rightmove.co.uk/dir/crop/10:9-16:9/204k/203147/121885529/203147_1342113-1_IMG_02_0000_max_476x317.jpeg,"Cape Town, 123 Long St"
86,87,India,Condo,1,3,750,600000,2022-10-20T00:00:00.000,Sold,https://media.rightmove.co.uk/dir/216k/215192/139088444/215192_26600911_IMG_13_0003_max_656x437.jpeg,"Mumbai, 50 Marine Drive"
87,88,Italy,Townhouse,5,2,750,200000,2023-04-09T00:00:00.000,Sold,https://assets.site-static.com/userFiles/1075/image/si-modern-home.png,"Rome, 25 Via del Corso"
88,89,France,Single Family,4,3,1800,200000,2023-08-07T00:00:00.000,Pending,https://content.api.news/v3/images/bin/164008cf6daa2b8cd2fe7df1e7635484,"Paris, 50 Champs-Élysées"
89,90,Mexico,Apartment,3,4,2000,500000,2022-10-27T00:00:00.000,Pending,https://lh3.googleusercontent.com/IrX8q_pNLb4ZmB4k8X5OOqLlNaXVrrCk4BT1WTaxtjB2mBSLfDQKSbi_-NnuirlA6D0YwfOrHvZlSL_SC1ssut0Uk8WPVxXHfEFzvWEgBWHMv7EIJfcBKzz7NRxdwA=s0,"Mexico City, 67 Reforma Ave"
90,91,Canada,Apartment,1,2,1800,1000000,2022-04-05T00:00:00.000,Sold,https://thegreensgh.com/wp-content/uploads/slider/cache/2dd7e954146fa7a139344e68d7af7bf5/Greens-18-4-scaled.webp,"Toronto, 123 Maple St"
91,92,Australia,Townhouse,4,1,2000,500000,2022-11-04T00:00:00.000,Sold,https://www.adobe.com/creativecloud/photography/discover/media_1159b19a8225b2413136806b0be15e4c921e3d122.png?width=750&format=png&optimize=medium,"Sydney, 34 George St"
92,93,Germany,Condo,3,4,2000,200000,2023-02-13T00:00:00.000,Sold,https://i2.au.reastatic.net/800x600/abafe5a063891c635b1d496539ee21f0ccccde46481b4f53732dc826c7034e5f/image.jpg,"Berlin, 12 Alexanderplatz"
93,94,Japan,Condo,4,2,2000,600000,2022-10-01T00:00:00.000,Sold,https://media.licdn.com/dms/image/C4D12AQHyQFztScy7lQ/article-cover_image-shrink_600_2000/0/1631006149800?e=2147483647&v=beta&t=FSTJIlkktklps6VGbJLGVVehV4W8RfLEIVayCXpoLkQ,"Tokyo, 1 Chiyoda"
94,95,Brazil,Condo,3,4,1200,600000,2023-12-18T00:00:00.000,Pending,https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/44/ef/f6/978233714.jpg,"São Paulo, 33 Paulista Ave"
95,96,South Africa,Apartment,3,4,1800,200000,2022-12-07T00:00:00.000,Sold,https://s3.eu-west-2.amazonaws.com/online24-production/listings/zfdqa/photos/ghcostablanca-propiedades-6321dd540aae8-source-gl.jpg,"Cape Town, 123 Long St"
96,97,India,Single Family,2,3,2500,400000,2023-04-01T00:00:00.000,Pending,https://res.listglobally.com/listings/5784499/87164663/4c457cd7d377048b644c3b3cc66d63b6?mode=crop&height=300,"Mumbai, 50 Marine Drive"
97,98,Italy,Single Family,4,2,1800,700000,2022-03-20T00:00:00.000,Sold,https://res.listglobally.com/listings/6239657/94745460/ffa44617f2ac8e0505ba36d6aac6b7f0?mode=crop&height=300,"Rome, 25 Via del Corso"
98,99,France,Single Family,4,3,1000,700000,2022-03-11T00:00:00.000,Sold,https://cdn.pixabay.com/photo/2016/11/18/17/46/house-1836070_1280.jpg,"Paris, 50 Champs-Élysées"
99,100,Mexico,Apartment,1,2,2000,1000000,2023-07-05T00:00:00.000,Sold,https://clarity.pk/wp-content/uploads/2021/03/realestate-pakistan-scaled.jpg,"Mexico City, 67 Reforma Ave"
100,101,Canada,Single Family,5,3,750,400000,2023-07-25T00:00:00.000,Sold,https://image.cnbcfm.com/api/v1/image/103500764-GettyImages-147205632-2.jpg?v=1691157601&w=929&h=523&vtcrop=y,"Toronto, 123 Maple St"
101,102,Australia,Townhouse,4,1,1800,900000,2023-01-10T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2012-06-08ImamenPostNuevaPromocionMagnoliasDesign-1080x498.jpg,"Sydney, 34 George St"
102,103,Germany,Townhouse,4,2,1000,500000,2024-07-10T00:00:00.000,Sold,https://www.vapf.com/blog/wp-content/uploads/2017/06/2011-09-08ImagenPostChaletsIbicencosCumbredelSol.jpg,"Berlin, 12 Alexanderplatz"
103,104,Japan,Apartment,1,1,1800,800000,2022-01-29T00:00:00.000,Sold,https://medias.residences-immobilier.com/pict/international/f520x390/3/3/6/0/ext_0_3360003.jpg?t=1707501160,"Tokyo, 1 Chiyoda"
104,105,Brazil,Condo,1,2,750,300000,2023-04-09T00:00:00.000,Sold,https://cdn.thinkwebcontent.com/property/35351/7381745/20240523210210/w1024h576/s640x480/x-232259784.jpg,"São Paulo, 33 Paulista Ave"
105,106,South Africa,Single Family,2,2,1200,200000,2024-03-30T00:00:00.000,Sold,https://lid.zoocdn.com/645/430/6f7de01d9bc1f8950af4917469f1814318888b7e.jpg,"Cape Town, 123 Long St"
106,107,India,Single Family,5,1,2000,400000,2024-06-01T00:00:00.000,Pending,https://www.mckissock.com/wp-content/uploads/2016/11/GettyImages-1151832961.jpg,"Mumbai, 50 Marine Drive"
107,108,Italy,Townhouse,5,3,2500,400000,2022-03-13T00:00:00.000,Sold,https://m3.spitogatos.gr/242316401_300x220.jpg?v=20130730,"Rome, 25 Via del Corso"
108,109,France,Apartment,2,1,2000,700000,2022-03-31T00:00:00.000,Sold,https://assets.onepropertee.com/720x540/crop/listing_images/fb-img-1653465287210-6.zn5xnqH2jSN7n9X6H.jpg,"Paris, 50 Champs-Élysées"
109,110,Mexico,Condo,1,1,2500,700000,2023-12-06T00:00:00.000,Pending,https://assets.onepropertee.com/720x540/crop/listing_images/img-0c8ef561b3a0eabd638945928a4eeb9b-v.N4knESQ4yBsJpmA6S.jpg,"Mexico City, 67 Reforma Ave"
